

########## payment_config  (sample; table has 148 rows) ##########
id,file_line_no,transaction_type_raw,transaction_type_norm,description_raw,description_norm,is_desc_wildcard,amount_field,record_ref_template,summary_pos,summary_neg,raw
117,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,127,payment_txn,"""1 July 2026 2:33:46 am GMT+9"",""12382593803"",""Order"",""249-1857629-2144607"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""PARRAMATTA"",""NSW"",""2150"",""24.59"",""0"",""0"",""-2.46"",""0"",""0"",""-3.17"",""-6.17"",""0"",""0"",""12.79"",""Released"",""8 July 2026 10:26:14 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""12.79"", ""order ID"": ""249-1857629-2144607"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:33:46 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""PARRAMATTA"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2150"", ""selling fees"": ""-3.17"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-2.46"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 10:26:14 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
118,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,128,payment_txn,"""1 July 2026 2:34:03 am GMT+9"",""12382593803"",""Order"",""249-1389253-3987055"",""BIO-S000004221_AU"",""BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi"",""1"",""amazon.com.au"",""Amazon"",""TURRAMURRA"",""NSW"",""2074"",""29.99"",""0"",""0"",""-3.00"",""0"",""0"",""-3.86"",""-5.79"",""0"",""0"",""17.34"",""Released"",""9 July 2026 7:05:19 am GMT+9""","{""sku"": ""BIO-S000004221_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.34"", ""order ID"": ""249-1389253-3987055"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:34:03 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""TURRAMURRA"", ""description"": ""BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2074"", ""selling fees"": ""-3.86"", ""product sales"": ""29.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-3.00"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 7:05:19 am GMT+9"", ""fulfilment by amazon fees"": ""-5.79""}",2026-09-12 20:34:41.52729+05:30
119,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,129,payment_txn,"""1 July 2026 2:34:32 am GMT+9"",""12382593803"",""Order"",""250-8479359-9459834"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""CREMORNE"",""NSW"",""2090"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""9 July 2026 8:38:22 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""250-8479359-9459834"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:34:32 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""CREMORNE"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2090"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 8:38:22 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
120,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,130,payment_txn,"""1 July 2026 2:34:37 am GMT+9"",""12382593803"",""Order"",""250-9874485-4239064"",""BIO-S698438432_AU"",""BIODANCE Radiant Vita Niacinamide Cream, Brightening, Dark Spot Correcting Facial Moisturizer, Korean Skin Care | Gifts for women | 1.69 fl.oz, 50ml"",""1"",""amazon.com.au"",""Amazon"",""ST LEONARDS"",""NSW"",""2065"",""46.99"",""0"",""0"",""0"",""0"",""0"",""-6.72"",""-7.76"",""0"",""0"",""32.51"",""Released"",""9 July 2026 8:00:36 am GMT+9""","{""sku"": ""BIO-S698438432_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""32.51"", ""order ID"": ""250-9874485-4239064"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:34:37 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""ST LEONARDS"", ""description"": ""BIODANCE Radiant Vita Niacinamide Cream, Brightening, Dark Spot Correcting Facial Moisturizer, Korean Skin Care | Gifts for women | 1.69 fl.oz, 50ml"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2065"", ""selling fees"": ""-6.72"", ""product sales"": ""46.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 8:00:36 am GMT+9"", ""fulfilment by amazon fees"": ""-7.76""}",2026-09-12 20:34:41.52729+05:30
121,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,131,payment_txn,"""1 July 2026 2:34:49 am GMT+9"",""12382593803"",""Order"",""250-6501491-7974239"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""GLADESVILLE"",""NSW"",""2111"",""24.59"",""0"",""0"",""-2.46"",""0"",""0"",""-3.17"",""-6.17"",""0"",""0"",""12.79"",""Released"",""8 July 2026 1:27:54 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""12.79"", ""order ID"": ""250-6501491-7974239"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:34:49 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""GLADESVILLE"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2111"", ""selling fees"": ""-3.17"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-2.46"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 1:27:54 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
122,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,132,payment_txn,"""1 July 2026 2:35:06 am GMT+9"",""12382593803"",""Order"",""249-2463601-9879860"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""GILLIESTON HEIGHTS"",""NSW"",""2321"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 4:01:10 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-2463601-9879860"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:35:06 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""GILLIESTON HEIGHTS"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2321"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 4:01:10 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
123,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,133,payment_txn,"""1 July 2026 2:35:28 am GMT+9"",""12382593803"",""Order"",""249-7827897-6213407"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""ARCADIA VALE"",""NSW"",""2283"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 8:13:45 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-7827897-6213407"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:35:28 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""ARCADIA VALE"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2283"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:13:45 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
124,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,134,payment_txn,"""1 July 2026 2:35:38 am GMT+9"",""12382593803"",""Order"",""250-9298226-6755857"",""BDPRM004QAFE1A"",""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."",""1"",""amazon.com.au"",""Amazon"",""Thornton"",""NSW"",""2322"",""27.03"",""0"",""0"",""0"",""0"",""0"",""-3.86"",""-6.17"",""0"",""0"",""17.00"",""Released"",""9 July 2026 2:15:11 am GMT+9""","{""sku"": ""BDPRM004QAFE1A"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""17.00"", ""order ID"": ""250-9298226-6755857"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:35:38 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Thornton"", ""description"": ""BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1."", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2322"", ""selling fees"": ""-3.86"", ""product sales"": ""27.03"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 2:15:11 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
125,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,135,payment_txn,"""1 July 2026 2:39:18 am GMT+9"",""12382593803"",""Order"",""249-1776031-8986204"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""2"",""amazon.com.au"",""Amazon"",""NEWCASTLE WEST"",""NSW"",""2302"",""49.18"",""0"",""0"",""0"",""0"",""0"",""-7.04"",""-12.34"",""0"",""0"",""29.80"",""Released"",""8 July 2026 2:52:32 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""29.80"", ""order ID"": ""249-1776031-8986204"", ""quantity"": ""2"", ""date/time"": ""1 July 2026 2:39:18 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""NEWCASTLE WEST"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""NSW"", ""order postal"": ""2302"", ""selling fees"": ""-7.04"", ""product sales"": ""49.18"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 2:52:32 pm GMT+9"", ""fulfilment by amazon fees"": ""-12.34""}",2026-09-12 20:34:41.52729+05:30
126,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,136,payment_txn,"""1 July 2026 2:53:44 am GMT+9"",""12382593803"",""Order"",""250-3870180-1269418"",""BIO-S000004224_AU"",""Biodance Collagen Gel Toner Pads, Pore Minimizer for Face, Improving Elasticity, Plumping Toner Pads for Sensitive Skin, Korean Skincare, Gifts for wo"",""1"",""amazon.com.au"",""Amazon"",""Chadstone"",""Victoria"",""3148"",""30.99"",""0"",""0"",""0"",""0"",""0"",""-4.43"",""-7.76"",""0"",""0"",""18.80"",""Released"",""9 July 2026 7:16:18 am GMT+9""","{""sku"": ""BIO-S000004224_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""18.80"", ""order ID"": ""250-3870180-1269418"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:53:44 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Chadstone"", ""description"": ""Biodance Collagen Gel Toner Pads, Pore Minimizer for Face, Improving Elasticity, Plumping Toner Pads for Sensitive Skin, Korean Skincare, Gifts for wo"", ""marketplace"": ""amazon.com.au"", ""order state"": ""Victoria"", ""order postal"": ""3148"", ""selling fees"": ""-4.43"", ""product sales"": ""30.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""9 July 2026 7:16:18 am GMT+9"", ""fulfilment by amazon fees"": ""-7.76""}",2026-09-12 20:34:41.52729+05:30
127,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,137,payment_txn,"""1 July 2026 2:54:10 am GMT+9"",""12382593803"",""Order"",""249-1778690-7351041"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""DANDENONG NORTH"",""VIC"",""3175"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 9:47:06 am GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""249-1778690-7351041"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:54:10 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""DANDENONG NORTH"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3175"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 9:47:06 am GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
128,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,138,payment_txn,"""1 July 2026 2:54:14 am GMT+9"",""12382593803"",""Order"",""503-3791007-1697455"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""Ashburton"",""VIC"",""3147"",""24.59"",""0"",""0"",""0"",""0"",""0"",""-3.52"",""-6.17"",""0"",""0"",""14.90"",""Released"",""8 July 2026 6:26:25 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""14.90"", ""order ID"": ""503-3791007-1697455"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:54:14 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""Ashburton"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3147"", ""selling fees"": ""-3.52"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 6:26:25 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
129,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,139,payment_txn,"""1 July 2026 2:54:43 am GMT+9"",""12382593803"",""Order"",""503-4646228-9359061"",""BIO-S000004224_AU"",""Biodance Collagen Gel Toner Pads, Pore Minimizer for Face, Improving Elasticity, Plumping Toner Pads for Sensitive Skin, Korean Skincare, Gifts for wo"",""1"",""amazon.com.au"",""Amazon"",""SANDRINGHAM"",""VIC"",""3191"",""30.99"",""0"",""0"",""0"",""0"",""0"",""-4.43"",""-7.76"",""0"",""0"",""18.80"",""Released"",""8 July 2026 8:59:06 am GMT+9""","{""sku"": ""BIO-S000004224_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""18.80"", ""order ID"": ""503-4646228-9359061"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:54:43 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""SANDRINGHAM"", ""description"": ""Biodance Collagen Gel Toner Pads, Pore Minimizer for Face, Improving Elasticity, Plumping Toner Pads for Sensitive Skin, Korean Skincare, Gifts for wo"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3191"", ""selling fees"": ""-4.43"", ""product sales"": ""30.99"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""0"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 8:59:06 am GMT+9"", ""fulfilment by amazon fees"": ""-7.76""}",2026-09-12 20:34:41.52729+05:30
130,ec70cebe-9656-497b-97de-b7d9d476ac64,payments,140,payment_txn,"""1 July 2026 2:54:55 am GMT+9"",""12382593803"",""Order"",""503-2717740-1977468"",""BIO-S000004059_AU"",""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"",""1"",""amazon.com.au"",""Amazon"",""BERWICK"",""VIC"",""3806"",""24.59"",""0"",""0"",""-2.46"",""0"",""0"",""-3.17"",""-6.17"",""0"",""0"",""12.79"",""Released"",""8 July 2026 1:21:40 pm GMT+9""","{""sku"": ""BIO-S000004059_AU"", ""type"": ""Order"", ""other"": ""0"", ""total"": ""12.79"", ""order ID"": ""503-2717740-1977468"", ""quantity"": ""1"", ""date/time"": ""1 July 2026 2:54:55 am GMT+9"", ""fulfilment"": ""Amazon"", ""order city"": ""BERWICK"", ""description"": ""BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3"", ""marketplace"": ""amazon.com.au"", ""order state"": ""VIC"", ""order postal"": ""3806"", ""selling fees"": ""-3.17"", ""product sales"": ""24.59"", ""settlement ID"": ""12382593803"", ""low value goods"": ""0"", ""shipping credits"": ""0"", ""gift wrap credits"": ""0"", ""Transaction status"": ""Released"", ""promotional rebates"": ""-2.46"", ""sales tax collected"": ""0"", ""other transaction fees"": ""0"", ""Transaction Release Date"": ""8 July 2026 1:21:40 pm GMT+9"", ""fulfilment by amazon fees"": ""-6.17""}",2026-09-12 20:34:41.52729+05:30
