

########## payment_config  (sample; table has 148 rows) ##########
id,file_line_no,transaction_type_raw,transaction_type_norm,description_raw,description_norm,is_desc_wildcard,amount_field,record_ref_template,summary_pos,summary_neg,raw
104,21,payments,1,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_SERUM_SKIN_FIRMING_RADIANCE_BOOST_PLUMPING_PORE_CARE_MAKEUP_PREP_SERUM_FOR_ALL_SKIN_TYPES_KOREAN_SKIN,shipping_credits,,503-5820109-5873452,BIO-S346465070_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",1.9900,AUD,503-5820109-5873452|BIO-S346465070_AU|2026-07-07,67,payment,sales_shipping,wildcard
105,21,payments,3,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_SERUM_SKIN_FIRMING_RADIANCE_BOOST_PLUMPING_PORE_CARE_MAKEUP_PREP_SERUM_FOR_ALL_SKIN_TYPES_KOREAN_SKIN,promotional_rebates,,503-5820109-5873452,BIO-S346465070_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",-1.9900,AUD,503-5820109-5873452|BIO-S346465070_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
106,21,payments,6,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_SERUM_SKIN_FIRMING_RADIANCE_BOOST_PLUMPING_PORE_CARE_MAKEUP_PREP_SERUM_FOR_ALL_SKIN_TYPES_KOREAN_SKIN,selling_fees,,503-5820109-5873452,BIO-S346465070_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",-5.1500,AUD,503-5820109-5873452|BIO-S346465070_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
107,21,payments,7,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_SERUM_SKIN_FIRMING_RADIANCE_BOOST_PLUMPING_PORE_CARE_MAKEUP_PREP_SERUM_FOR_ALL_SKIN_TYPES_KOREAN_SKIN,fba_fees,,503-5820109-5873452,BIO-S346465070_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",-7.4600,AUD,503-5820109-5873452|BIO-S346465070_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
108,21,payments,10,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_SERUM_SKIN_FIRMING_RADIANCE_BOOST_PLUMPING_PORE_CARE_MAKEUP_PREP_SERUM_FOR_ALL_SKIN_TYPES_KOREAN_SKIN,total,,503-5820109-5873452,BIO-S346465070_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Serum, Skin Firming & Radiance Boost, Plumping, Pore Care, Makeup Prep Serum for All Skin Types, Korean Skin",23.3800,AUD,503-5820109-5873452|BIO-S346465070_AU|2026-07-07,68,payment,"",wildcard
109,22,payments,0,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,product_sales,,503-5820109-5873452,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",32.9900,AUD,503-5820109-5873452|BIO-S956138845_AU|2026-07-07,66,payment,sales_product_charges,wildcard
110,22,payments,1,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,shipping_credits,,503-5820109-5873452,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",2.0000,AUD,503-5820109-5873452|BIO-S956138845_AU|2026-07-07,67,payment,sales_shipping,wildcard
111,22,payments,3,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,promotional_rebates,,503-5820109-5873452,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-2.0000,AUD,503-5820109-5873452|BIO-S956138845_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
112,22,payments,6,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,selling_fees,,503-5820109-5873452,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-4.7200,AUD,503-5820109-5873452|BIO-S956138845_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
113,22,payments,7,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,fba_fees,,503-5820109-5873452,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-7.7600,AUD,503-5820109-5873452|BIO-S956138845_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
114,22,payments,10,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,total,,503-5820109-5873452,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",20.5100,AUD,503-5820109-5873452|BIO-S956138845_AU|2026-07-07,68,payment,"",wildcard
115,23,payments,0,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,product_sales,,249-4519569-8137465,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-09,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",27.0300,AUD,249-4519569-8137465|BDPRM004QAFE1A|2026-07-09,66,payment,sales_product_charges,wildcard
116,23,payments,1,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,shipping_credits,,249-4519569-8137465,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-09,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",3.0000,AUD,249-4519569-8137465|BDPRM004QAFE1A|2026-07-09,67,payment,sales_shipping,wildcard
117,23,payments,3,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,promotional_rebates,,249-4519569-8137465,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-09,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",-3.0000,AUD,249-4519569-8137465|BDPRM004QAFE1A|2026-07-09,64,payment,expenses_promotional_rebates,wildcard
118,23,payments,6,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,selling_fees,,249-4519569-8137465,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-09,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",-3.8600,AUD,249-4519569-8137465|BDPRM004QAFE1A|2026-07-09,63,payment,expenses_amazon_fees,wildcard
119,23,payments,7,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,fba_fees,,249-4519569-8137465,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-09,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",-6.1700,AUD,249-4519569-8137465|BDPRM004QAFE1A|2026-07-09,72,payment,expenses_amazon_fees,wildcard
120,23,payments,10,Order,ORDER,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",BIODANCE_REJUVENATING_CAVIAR_PDRN_REAL_DEEP_MASK_OVERNIGHT_HYDROGEL_FACE_MASK_SKIN_FIRMING_RADIANCE_ENHANCING_SKIN_RECOVERY_KOREAN_SKIN_CARE_1,total,,249-4519569-8137465,BDPRM004QAFE1A,12382593803,2026-06-30,2026-07-09,,,"BIODANCE Rejuvenating Caviar PDRN Real Deep Mask, Overnight Hydrogel Face Mask, Skin Firming, Radiance, Enhancing Skin Recovery, Korean Skin Care | 1.",17.0000,AUD,249-4519569-8137465|BDPRM004QAFE1A|2026-07-09,68,payment,"",wildcard
121,24,payments,0,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,product_sales,,249-3805917-6544631,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",24.5900,AUD,249-3805917-6544631|BIO-S000004059_AU|2026-07-07,66,payment,sales_product_charges,wildcard
122,24,payments,1,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,shipping_credits,,249-3805917-6544631,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",3.3300,AUD,249-3805917-6544631|BIO-S000004059_AU|2026-07-07,67,payment,sales_shipping,wildcard
123,24,payments,3,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,promotional_rebates,,249-3805917-6544631,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-3.3300,AUD,249-3805917-6544631|BIO-S000004059_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
124,24,payments,6,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,selling_fees,,249-3805917-6544631,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-3.5200,AUD,249-3805917-6544631|BIO-S000004059_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
125,24,payments,7,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,fba_fees,,249-3805917-6544631,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",-6.1700,AUD,249-3805917-6544631|BIO-S000004059_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
126,24,payments,10,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,total,,249-3805917-6544631,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",14.9000,AUD,249-3805917-6544631|BIO-S000004059_AU|2026-07-07,68,payment,"",wildcard
127,25,payments,0,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,product_sales,,249-4331231-1346222,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",29.9900,AUD,249-4331231-1346222|BIO-S000004221_AU|2026-07-07,66,payment,sales_product_charges,wildcard
128,25,payments,1,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,shipping_credits,,249-4331231-1346222,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",2.0000,AUD,249-4331231-1346222|BIO-S000004221_AU|2026-07-07,67,payment,sales_shipping,wildcard
129,25,payments,3,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,promotional_rebates,,249-4331231-1346222,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",-2.0000,AUD,249-4331231-1346222|BIO-S000004221_AU|2026-07-07,64,payment,expenses_promotional_rebates,wildcard
130,25,payments,6,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,selling_fees,,249-4331231-1346222,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",-4.2900,AUD,249-4331231-1346222|BIO-S000004221_AU|2026-07-07,63,payment,expenses_amazon_fees,wildcard
131,25,payments,7,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,fba_fees,,249-4331231-1346222,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",-5.7900,AUD,249-4331231-1346222|BIO-S000004221_AU|2026-07-07,72,payment,expenses_amazon_fees,wildcard
132,25,payments,10,Order,ORDER,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",BIODANCE_RADIANT_VITA_NIACINAMIDE_REAL_DEEP_MASK_WATER_INFUSED_OVERNIGHT_HYDROGEL_MASK_TONE_CORRECTION_TEXTURE_REFINING_RADIANT_GLOW_3_IN_1_VISI,total,,249-4331231-1346222,BIO-S000004221_AU,12382593803,2026-06-30,2026-07-07,,,"BIODANCE Radiant Vita Niacinamide Real Deep Mask, Water-infused, Overnight Hydrogel Mask, Tone Correction, Texture Refining, Radiant Glow, 3-in-1 Visi",19.9100,AUD,249-4331231-1346222|BIO-S000004221_AU|2026-07-07,68,payment,"",wildcard
133,26,payments,0,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,product_sales,,503-2423357-0411029,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",32.9900,AUD,503-2423357-0411029|BIO-S956138845_AU|2026-07-08,66,payment,sales_product_charges,wildcard
134,26,payments,6,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,selling_fees,,503-2423357-0411029,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-4.7200,AUD,503-2423357-0411029|BIO-S956138845_AU|2026-07-08,63,payment,expenses_amazon_fees,wildcard
135,26,payments,7,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,fba_fees,,503-2423357-0411029,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",-7.7600,AUD,503-2423357-0411029|BIO-S956138845_AU|2026-07-08,72,payment,expenses_amazon_fees,wildcard
136,26,payments,10,Order,ORDER,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",BIODANCE_PORE_PERFECTING_COLLAGEN_PEPTIDE_CREAM_HYDRATING_PLUMPING_PORE_CARE_FIRMING_FACIAL_MOISTURIZER_KOREAN_SKINCARE_GIFTS_FOR_WOMEN_1_69,total,,503-2423357-0411029,BIO-S956138845_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Pore Perfecting Collagen Peptide Cream, Hydrating, Plumping, Pore Care, Firming Facial Moisturizer, Korean Skincare | Gifts for women | 1.69",20.5100,AUD,503-2423357-0411029|BIO-S956138845_AU|2026-07-08,68,payment,"",wildcard
137,27,payments,0,Order,ORDER,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",BIODANCE_BIO_COLLAGEN_REAL_DEEP_MASK_HYDRATING_OVERNIGHT_HYDROGEL_MASK_PORE_MINIMIZING_ELASTICITY_PLUMPING_IMPROVEMENT_KOREAN_SKINCARE_1_19OZ_3,product_sales,,503-0872153-8013412,BIO-S000004059_AU,12382593803,2026-06-30,2026-07-08,,,"BIODANCE Bio-Collagen Real Deep Mask, Hydrating Overnight Hydrogel Mask, Pore Minimizing, Elasticity, Plumping Improvement, Korean Skincare | 1.19oz(3",24.5900,AUD,503-0872153-8013412|BIO-S000004059_AU|2026-07-08,66,payment,sales_product_charges,wildcard
